Signal_1,Signal_2,Signal_3,Signal_4,Signal_5,Signal_6,Signal_7,Signal_8,Signal_9,Signal_10,Signal_11,Signal_12,Signal_13,Signal_14,Signal_15,Signal_16,Signal_17,Signal_18,Signal_19,Signal_20,Signal_21,Signal_22,Signal_23,Signal_24,Signal_25,Signal_26,Signal_27,Signal_28,Signal_29,Signal_30,Signal_31,Signal_32,Signal_33,Signal_34,Signal_35,Signal_36,Signal_37,Signal_38,Signal_39,Signal_40,Signal_41,Signal_42,Signal_43,Signal_44,Signal_45,Signal_46,Signal_47,Signal_48,Signal_49,Signal_50,Signal_51,Signal_52,Signal_53,Signal_54,Signal_55,Signal_56,Signal_57,Signal_58,Signal_59,Signal_60,Signal_61,Signal_62,Signal_63,Signal_64,Signal_65,Signal_66,Signal_67,Signal_68,Signal_69,Signal_70,Signal_71,Signal_72,Signal_73,Signal_74,Signal_75,Signal_76,Signal_77,Signal_78,Signal_79,Signal_80,Signal_81,Signal_82,Signal_83,Signal_84,Signal_85,Signal_86,Signal_87,Signal_88,Signal_89,Signal_90,Signal_91,Signal_92,Signal_93,Signal_94,Signal_95,Signal_96,Signal_97,Signal_98,Signal_99,Signal_100,TotalPower
0.07703373881313588,0.07836861505718999,0.07403608368750535,0.0814484184617353,0.0668045118420011,0.058357691377234955,0.058883733188898224,0.0887459979874102,0.09569745992715707,0.04861572171370372,0.0826956891390486,0.07214327784739116,0.06873438774992385,0.09452044761126778,0.02083187756526408,0.02117838024688133,0.026760446501205376,0.08288420346165641,0.08316478460199556,0.07976013594919648,0.07254575264260799,0.08846045673390873,0.06017750459135893,0.07282597566171657,0.04334224456808007,0.0530492351734895,0.02335938103982864,0.09314836403420422,0.07229414110109103,0.06201316229814998,0.03535947934638559,0.08346265724510124,0.04217567242318825,0.04135109071593911,0.008211960546010436,0.06715068442786874,0.07739152185229514,0.07754785820657224,0.09106405889223665,0.06834079941356015,0.03187018140096982,0.035132696470150986,0.05572410572720371,0.03492804639895218,0.06491248257259356,0.06597666524952249,0.016406476896146424,0.029378270347255896,0.022249573107597034,0.04060656658269635,0.052363043725672416,0.05334316119020146,0.09384559404964163,0.007377711126098406,0.028517085765148577,0.028801175314953843,0.06944492151571754,0.035820963205978204,0.04562474862025794,0.028370891620272867,0.017582658050337267,0.016338231089382052,0.06093820023143008,0.005173639598058475,0.029466673973742346,0.039167455997404156,0.06758740721665372,0.02336693737663326,0.07634205803105994,0.01916831066841807,0.10517225747298099,0.05346843725586726,0.10930250478256334,0.05208783857351761,0.08055713855762264,0.006678800393485729,0.026744655140058048,0.015029193861541047,0.03353709245571932,0.02124714812817942,0.026966987737624282,0.056291934375862177,0.02042989906869519,0.05696005388052956,0.07587665281654776,0.05284394594485592,0.06888012052359949,0.016655397610136242,0.05112765838495072,0.10418117505117064,0.034639436250887334,0.08229138490055563,0.023944557397163904,0.08423583873550804,0.03961021233699212,0.03355295426256,0.06289116434011569,0.02966838409593277,0.08587372355659888,0.014442486491776253,5.290762696549267
0.07822472232402178,0.060889452362093296,0.05154385386159062,0.06873345355130084,0.036397697889359835,0.08756668203249199,0.045246659206044856,0.0827850219559796,0.11595906870989649,0.05931488460866424,0.09993084303170552,0.06666098936051526,0.05251175364790689,0.11240434697732983,0.013713211528296021,0.025866200931102618,0.021292175447366793,0.08338568516840608,0.08617490128894735,0.09752316005787899,0.10183990611250505,0.07093026287366318,0.05451552434482443,0.0935114848326513,0.013699019730890338,0.06609654651620044,0.018550260349597805,0.11351283981925597,0.0636892965276308,0.051394192961558234,0.026110844344963267,0.08507352396199767,0.044310203292915615,0.06147736098092189,0.005332621255483153,0.07235152768629394,0.07085452321116735,0.06344107216294818,0.09889739419293263,0.06043321183200845,0.02744313512458469,0.053726792854586106,0.07445354258717914,0.02177060681555535,0.09384045213874952,0.0798022031355385,0.019806208242204103,0.03277352966989533,0.025229477478061337,0.03811812333668895,0.06063529328436286,0.0666075634281025,0.09150609720484597,0.010919647580732383,0.027814382804280804,0.017883073746028592,0.08004610851295094,0.021996929144946158,0.04049328303295655,0.027620102832699906,0.019326938021173728,0.03922908324295732,0.07856387112113222,0.023311978035227155,0.015438057362903138,0.051628895123502244,0.07388723721241852,0.0032914038535994013,0.09729533959841538,0.021818282829705174,0.10708994008901382,0.05536588467772336,0.10647680405615725,0.057925840844052674,0.0661912937280025,0.02034284648570513,0.027418529990138454,0.013922192731683195,0.03209729274181961,0.020860286296132534,0.035078547032923006,0.033534156572140116,0.009337090643061687,0.050088459221057535,0.06724644538886365,0.017864477628482613,0.046048491417718475,0.018976296760869496,0.054439554636143014,0.10906680373592663,0.02574263662338465,0.07273744289022319,0.021468979434120343,0.06278851339325893,0.04127931497056564,0.02477175926841804,0.07050406964504416,0.020044720696511732,0.10623696212236958,0.023787872351693155,5.401560379593381
0.0557013969740348,0.07197325119775849,0.07524529980531909,0.0655921237769467,0.05453024720147735,0.05196090973289072,0.04913958776965297,0.08287926097833029,0.09952889443552503,0.04352823279789042,0.09035704250836574,0.06077272492967443,0.06898729011954367,0.08863950647898007,0.00694878267862732,0.01374114004111318,0.011649451631014909,0.08872730345486524,0.10262719709239507,0.0878785218256073,0.08851620079602099,0.07846445302251126,0.04689718285630293,0.08506244060351562,0.005236728183757743,0.06822551186148047,0.024466861246467936,0.09734201289646531,0.05099318826785283,0.04494035730178706,0.019569395999591115,0.07474783321545757,0.0456249151393222,0.06531955586079263,0.00012925772105283444,0.07339917575392887,0.08003346048993162,0.04482420946859281,0.09919991437409718,0.07813290726961596,0.035981340796118456,0.04536015769865276,0.07145800185758429,0.012442383652617002,0.06691887469963888,0.05359737020233459,0.04045774614447689,0.03239955270930501,0.03025490899113452,0.028069726106810904,0.06652835810213675,0.04371625651347817,0.10037317705853815,0.015990748795871576,0.03571429555923699,0.03146534804620972,0.06152377550725002,0.01896260467462984,0.036138585583716756,0.0381020970712163,0.012418669950256488,0.01486559916180059,0.06310652266736953,0.021910792658679783,0.008329614492739747,0.04507305132742506,0.08912830092465622,0.019623335691822133,0.08230617995790765,0.019622858373144512,0.10187181530760693,0.024452680584026647,0.11746762101963729,0.0683370300039334,0.07000963632197696,0.00961736755101285,0.04039004440536875,0.019656651118841535,0.0163457730991781,0.04133042331947516,0.03751307957313312,0.057485396623478305,0.008852776193546682,0.08768626128575978,0.06385756776751457,0.0399734925293046,0.04663979115053343,0.03056609886508676,0.06873336624540403,0.10665512007750926,0.032390330124203344,0.06525666301212348,0.04490097459323472,0.06386929014345544,0.03468705135846489,0.03785613620666747,0.06376341381005604,0.017639215954407355,0.08061011233693392,0.014123151735804425,5.1894183594651375
0.04632794683610607,0.09094834976969965,0.06306706339516226,0.052237704429752216,0.054792762760820575,0.06352327230211353,0.036040264299614794,0.07679239501241163,0.10366737997199398,0.04291400231285733,0.07991823783075543,0.06837798083752404,0.04985575241088648,0.08599691991769125,0.01254444714599707,0.018785152866309406,0.011397941256723526,0.08206691417541534,0.07941784356453006,0.08722804057930197,0.09087960691543084,0.07379434089396435,0.05427830618000327,0.07133847503582572,0.009071145736295456,0.06446996940822021,0.02132512570517602,0.11758743750744464,0.04991934619894412,0.05675218184884208,0.04128188843146275,0.06779158249704215,0.05878605967351538,0.049320248996245195,-0.014900640340695447,0.07165038998042275,0.047529709210640744,0.07003340433678727,0.08809721808894401,0.08795933488121223,0.05304080504480083,0.04479901780342686,0.06590843152316701,0.0032795184156930793,0.06559977806718419,0.06755385331378927,0.025287495052728832,0.023170405341660438,0.04417376656046533,0.04623051395476778,0.05367627009854475,0.03509622147359305,0.11259896390635507,0.012289541121823152,0.022275972049184932,0.019305963486638558,0.05034905379031938,0.028016504188175525,0.0471714114169881,0.03820188626357937,0.031291834019170135,0.01997147159565016,0.07838814679301766,0.025836115459387864,0.02753559143517927,0.044794547042469005,0.08198285575050017,0.014790619681041013,0.0827377063059527,0.0073687433957566086,0.10068576890436859,0.042247372038997345,0.1063248105778667,0.061941510975444654,0.07702867196234806,0.018465269065698425,0.041885771282506146,0.0051114564228506715,0.034583581015353325,0.02948728382668979,0.021637427951135303,0.05115647426027094,-0.006782367622631302,0.06209742230694576,0.06138043639699365,0.017317903161330552,0.047237217435161474,0.003736295893623884,0.07831653392213174,0.09527893533673261,0.04434410849914583,0.0678401831915798,0.018327490128823308,0.05830470648416058,0.033128174737769474,0.018872300462524284,0.07136540337583085,0.023220697823450154,0.09927038978530446,0.018948112251941557,5.0484439296835815
0.05340667598422937,0.06320807311391381,0.07191533566289882,0.06260241464444362,0.030443547433731125,0.07168528810343675,0.05752804723852099,0.09084882596220348,0.09487911173499923,0.036433251818156445,0.06678990643180593,0.06560352227116169,0.05803286605073683,0.09096903083090258,0.03372045710700115,0.02468664804173057,0.015527905782440336,0.08635640415118677,0.09523405619314426,0.10549698641637567,0.10737070191574405,0.08774651669348436,0.03058711189070242,0.08148484500811606,0.019343628786266952,0.06853242421333283,0.03233225674003935,0.06762343086256699,0.05127322842280461,0.050018618148554746,0.029141549628888805,0.06551197091781691,0.059743164768457334,0.06392777445663966,0.0019800363348271167,0.06873536678198719,0.07330447216551589,0.06557698618172174,0.10294297510062614,0.07214642867093012,0.0384034212250972,0.03773867067794161,0.0719274999637377,0.017363221827092,0.0787673320059834,0.06920633358076209,0.033508586558855594,0.011957246651599512,0.030562260024901297,0.041630076394567166,0.050771424697759034,0.05767661458485565,0.10358494871851644,0.021974990611247063,0.032187949300694574,0.04472829222449764,0.06409110741221791,0.010781831373574816,0.05396097152603223,0.031492267870527585,0.019132072102992746,0.010145464111199766,0.06467776783385314,0.02424984991355346,0.022664245544779436,0.06730980215492426,0.07428434686998268,0.0108079411942988,0.06252884127474707,0.021163700860672048,0.07771728557320802,0.04678406181454814,0.09515179259152477,0.05733881711858526,0.09392244892039225,0.02347084521604385,0.04864399539489262,0.011993502323686015,0.04793855842213873,0.025645504169321588,0.0463325456322263,0.05757805779414798,0.006685642211800062,0.06807931453352278,0.06962009099187629,0.007328863254800758,0.07222560563773503,0.023985966610335592,0.061378144993453794,0.09584173433943101,0.02837185288752937,0.0665675005508403,0.03286465099859904,0.08744966809393312,0.0630087888908839,0.02574797591783637,0.056200634464857444,0.006667339497474532,0.07442418387668903,0.009644045297920728,5.225855960190839
0.06322053965358192,0.07402462016819822,0.07521217230310595,0.056697328456275356,0.0446544254155158,0.06231778540739581,0.03305650375129737,0.07458189282730264,0.08493806913871577,0.057524017410967604,0.09020785615633911,0.0713501834416913,0.047801893952508896,0.07361745054847929,0.009792682036468995,0.019599826506098945,0.01680655851872759,0.09541550765899495,0.08287690429355869,0.10572778114877004,0.09584959399146556,0.07279347859908716,0.034720960447819534,0.07135791228482649,0.023065877938055222,0.05870568934594084,0.032269220502166754,0.10914347959483699,0.03327047990524043,0.05596009760412361,0.011413964502799061,0.08369602259998238,0.06330223554142597,0.06180761646161414,-0.0011058096927704323,0.05973288269405122,0.06247216058790893,0.06370161188082869,0.0929083586586495,0.07026499912622036,0.04449051154074243,0.037247139304608524,0.07036660933475164,0.03060290415019134,0.06616255015868491,0.06591904733408238,0.03971640353378807,-0.00398847987450417,0.05020233759605941,0.03641493180478437,0.06295699506213503,0.0504373497708208,0.1083783266175343,0.01650808550496905,0.02201865023289062,0.03749631451616065,0.04513801112047407,0.03299958604563283,0.03848871533077637,0.024382569397578657,0.044419829342728145,0.019487808440228894,0.07102036002338843,0.00462083706431933,0.02040196596325786,0.04515083936677462,0.08743696761744635,0.024907980365308304,0.08550132066406813,0.023918898795003276,0.10241917097756247,0.033881204038247834,0.09827855515623184,0.07211512085438118,0.08243252035319235,0.009888313203180961,0.027396361556483187,0.009634571265968879,0.03534207766157892,0.032016293501479186,0.019100445130641828,0.04068475220902533,0.004375250117122852,0.0801720659557068,0.05545103461287876,0.029178677603002176,0.05492282911263649,0.022908578477207724,0.057911294618559775,0.06317522723386,0.04410432463449433,0.07445736377345177,0.019666397333083167,0.06362908216395156,0.03956434947206168,0.03027957791599639,0.05808583530589873,0.009642364451119033,0.07530303760431947,0.008636701936455946,5.0326414164033615
0.043888921902624424,0.07854023118383612,0.05480501893820502,0.061420517948043846,0.03406930277782244,0.06222989371730366,0.04827795496298305,0.07365257195169454,0.09788112717649357,0.04071826106552077,0.06383169144934751,0.04456811523663825,0.06717521133927558,0.10225925730185274,0.015074158840010154,0.02188925509354364,0.014058091402758422,0.0882320159205918,0.09289394765628947,0.073231109360071,0.104840258124565,0.07810418122372692,0.04929055326024747,0.07722512856123029,0.016893227161591154,0.05533093000164696,0.02473518785939019,0.11172963286235113,0.056405018753018885,0.047305724171796175,0.026937014717849796,0.07850628658489839,0.05571519415982969,0.05745663099113495,0.007153041628751952,0.06961984013846141,0.05590856734682748,0.06804902598949686,0.10314054503893039,0.08496331233610835,0.041451890978871274,0.06300884824000788,0.08313090649826901,0.005458166042923623,0.05782961927417859,0.06730777188709015,0.03922378542259423,0.02088049671333675,0.032381976006598666,0.058256401185321646,0.06418675421764264,0.02626819345370142,0.10212525168825724,0.024384439113031207,0.031054994593246163,0.02901497761196959,0.06810699320265605,0.019612285532133053,0.04826092952486304,0.022542145324581334,0.014979853420152999,0.007303079213764711,0.07359455397827108,0.023415427075501517,0.023210758924397737,0.03669188608218289,0.08365515963609964,0.029531062102500408,0.06537288451990321,0.022417621918965604,0.09242423211102781,0.03333274969849867,0.07845146710549075,0.05530826183570122,0.0787288177037776,0.017457530642689775,0.026062810905099012,0.030987900423317647,0.050882452742154104,0.02464636055544757,0.03270445946737674,0.05852786135142399,0.023327231628023977,0.08099656485685097,0.05442949412887645,0.005539509131803063,0.07826023502683974,0.002345861933760414,0.06147750388145393,0.11744411129405677,0.041976973283362876,0.0795593989323137,0.006837841922578173,0.056692778823333845,0.030719520445452557,0.03739471992498552,0.05932366965643438,0.003863315946159433,0.08658427552901235,0.02124194504210189,5.089574616664463
0.044943813362725515,0.062261613032284245,0.05636201130135429,0.06998587021684163,0.050477147199988755,0.0894520042817035,0.05874730627195349,0.08990861830169047,0.1093804268259803,0.04662470682163878,0.07420603990236536,0.06440029122021243,0.05416074395984309,0.09039972643830083,0.029671072197389653,0.01682882211096467,0.003788241896213032,0.0802924091849595,0.09025201344137328,0.08277568660804643,0.0942069423324423,0.07682134338316883,0.05337239754616697,0.07639272826202491,0.004626337838478621,0.05872108250102675,0.013573905451749796,0.1074533963790141,0.06509308937859688,0.05319216839314539,0.02875642191677233,0.0715231166291398,0.04597835388291581,0.05064025437266163,0.03666308595514203,0.04313397825311492,0.07072870039575603,0.05267853673880286,0.09389389215136926,0.06148380749437616,0.030579421426814433,0.03793091283259112,0.09033666917087443,0.014090408223538365,0.06235198244532923,0.07591527790646309,0.029037923642308682,0.028803704382353326,0.02014598502379825,0.045770008429456055,0.069044657708633,0.0328581533004632,0.10343559826956349,0.03614584869560414,0.0286503310149881,0.032731915979897774,0.07548545379499497,0.025721187253474623,0.05236563690293253,0.01632835617152822,0.019794232157071517,0.022590642454449826,0.0763006679892526,0.02268258687385436,0.034892249852636475,0.03215620322993308,0.08287241794076546,0.01893190866650629,0.10391095414168873,0.016507190148455836,0.09289118547126379,0.052392120386728636,0.0887173634884309,0.0663636352677063,0.07288316998038458,-0.004386374177522977,0.034866761120538256,0.017642259569883207,0.02032838475631321,0.020014153159736748,0.05351204576620265,0.05249670698907744,0.02189254659870217,0.05890752348747137,0.06576311456781399,0.03536954999835087,0.062382777195347294,0.02268093218534801,0.04823737734501801,0.09322264966627959,0.031092497116367475,0.06956609325388313,0.012887798347376994,0.08759415204208088,0.02745682448080468,0.017497801015985158,0.06353202819834301,0.0010386884628344716,0.08035796960523403,0.002122946881949618,5.097719073907588
0.07350493599235536,0.08222508124182949,0.06367400866179401,0.05512731594798056,0.057538108086252565,0.07218251097922794,0.0543633730604709,0.08999764769694467,0.07984734816737832,0.04338507686872447,0.07593035423534913,0.06405109551236018,0.0712424348283958,0.08672418699872782,0.02107709758058034,0.0352004269499958,0.005142528563923726,0.1017550035000458,0.07150824911378006,0.08853069089829324,0.09796419468253036,0.08203925977820574,0.04315636218368442,0.0743357948281367,0.013967495464609996,0.07086251787352173,0.026202147011917296,0.11727964585184514,0.07067623902041767,0.04222114217776234,0.03705870124737829,0.0896522118569971,0.05135954814287456,0.06046263961370902,0.012206831466970852,0.07425996102491322,0.05660540981696561,0.062267365030526385,0.09964165851478099,0.07447829763485506,0.04475153865020466,0.0456348641789027,0.08251216552487921,0.03675897491867966,0.07407315932687215,0.06842564125013596,0.036491833385591116,0.016212040421406896,0.03089164813614758,0.04306205686097316,0.03548974300790973,0.03793463257508874,0.0954740268661219,0.005650144385845393,0.01847247702961383,0.02015037323506959,0.05235009635657977,0.028735526265982074,0.04661526791173913,0.03225235536399441,0.03584910283303697,0.021658806869716125,0.06928028326529526,0.023431010191682363,0.029966340302416104,0.033017878873389084,0.08274163743860619,0.021826627239741648,0.07170744184946176,0.02730538593861521,0.10869511219578752,0.04586484826379926,0.0954951200225993,0.05565419334895341,0.08352752698172533,0.0029146784284297695,0.03322785652944766,0.012228491431108485,0.03716216054710594,0.0027432019909847567,0.05188310256911478,0.03763760526425766,0.016372221502553352,0.07019726029559871,0.05337298575936679,0.025007252818190735,0.06645631024752757,0.013198240037240357,0.06454688644642925,0.08562168892791552,0.03219939140214153,0.07478940569760983,0.031165892577506463,0.07271628434740071,0.02182734964884373,0.046466783378140565,0.05422067105056538,-0.0036061948398434553,0.1105488485072442,0.006382269918819865,5.293306906610363
0.044775888470845154,0.06753264530563094,0.06792415280667065,0.06094260204566012,0.03961163996796553,0.08635770617727866,0.0441670522337086,0.07841270416627166,0.10633658242969925,0.05780036515971682,0.07308032245127756,0.04358706984736831,0.07142839317260996,0.07283046131575988,0.004127028643843669,0.027516098473641015,0.011266130289405419,0.08229641261338753,0.08356227365043033,0.08677334910675964,0.08508878357931786,0.094685024239567,0.06478328313163202,0.0823009515035606,0.021096038482524095,0.09098913997967772,0.020137467416655806,0.09242443271612216,0.060611161449911514,0.06203279416057052,0.049737712633591266,0.0770953057323118,0.05413684235908283,0.047378220727537605,0.008571320960109832,0.05718429078203588,0.0550202975220281,0.0823398268814014,0.08701446044825473,0.06604776783919895,0.046014198930809325,0.06231112851167659,0.0775979588973422,0.043013843586850106,0.0692623246075986,0.07294457266793182,0.03169043723648625,0.035953860656828346,0.043460941094272704,0.04157167238096455,0.05184282338854038,0.051918570771225164,0.11296709373824995,0.015080215030743822,0.03408834423270095,0.026979334496498107,0.07741494587569901,0.024748706822201698,0.0754344398623332,0.019206692209861664,0.020651751628236403,0.02931468811384392,0.07203699477681576,0.030736327212186276,0.022731389211379193,0.04243721553268336,0.08401171052270234,0.03443171096673456,0.09231933191872285,0.026615577794103392,0.09130209092583767,0.061867434533923654,0.10016431457281838,0.07832754993383342,0.09667432369503183,0.010459243542618814,0.03138959532742624,0.012177240598161505,0.03521682265982984,0.01686524021637813,0.04221353014116795,0.045838001336982945,0.012157281863574395,0.08296834210458032,0.05161532856707725,0.03821613371606353,0.05303290754011814,0.025698331016959397,0.07568780006727845,0.09060567524761855,0.04308153479335065,0.07185486285406315,0.013867583620964335,0.07687732346809029,0.03893775341803622,0.030615930785102267,0.060802175164707026,0.012751602159975886,0.07312849318113132,0.006841452102530669,5.396593930411543
